Model,Framework,Scenario,Problem,Runs,Successes
deepseek-coder-v2-lite-instruct,react,personalfinance,calculateExpensePerCategory,10,4
deepseek-coder-v2-lite-instruct,react,personalfinance,calculateIncomeSaving,10,10
deepseek-coder-v2-lite-instruct,react,personalfinance,calculateNetBalance,10,0
deepseek-coder-v2-lite-instruct,react,personalfinance,calculateRemainingAmount,10,10
deepseek-coder-v2-lite-instruct,react,personalfinance,calculateTotalExpenses,10,10
deepseek-coder-v2-lite-instruct,react,personalfinance,calculateTotalIncome,10,0
deepseek-coder-v2-lite-instruct,react,personalfinance,categorizeExpenses,10,6
deepseek-coder-v2-lite-instruct,react,personalfinance,categorizeIcomeSource,10,3
deepseek-coder-v2-lite-instruct,react,personalfinance,compareIncomeAgainstGoal,10,0
deepseek-coder-v2-lite-instruct,react,personalfinance,deleteExpense,10,6
deepseek-coder-v2-lite-instruct,react,personalfinance,deleteFinancialGoal,10,10
deepseek-coder-v2-lite-instruct,react,personalfinance,deleteIncomeSource,10,10
deepseek-coder-v2-lite-instruct,react,personalfinance,deleteMonthlyBudget,10,8
deepseek-coder-v2-lite-instruct,react,personalfinance,deleteRecurringExpense,10,10
deepseek-coder-v2-lite-instruct,react,personalfinance,deleteRecurringIncome,10,10
deepseek-coder-v2-lite-instruct,react,personalfinance,editExistingExpense,10,0
deepseek-coder-v2-lite-instruct,react,personalfinance,editFinancialGoal,10,0
deepseek-coder-v2-lite-instruct,react,personalfinance,editIncomeSource,10,0
deepseek-coder-v2-lite-instruct,react,personalfinance,editMonthlyBudget,10,9
deepseek-coder-v2-lite-instruct,react,personalfinance,editRecurringExpense,10,1
deepseek-coder-v2-lite-instruct,react,personalfinance,editRecurringIncome,10,0
deepseek-coder-v2-lite-instruct,react,personalfinance,expenseBudgetComparison,10,0
deepseek-coder-v2-lite-instruct,react,personalfinance,expenseImport,10,10
deepseek-coder-v2-lite-instruct,react,personalfinance,expenseReport,10,0
deepseek-coder-v2-lite-instruct,react,personalfinance,expenseSummary,10,0
deepseek-coder-v2-lite-instruct,react,personalfinance,expenseTracking,10,6
deepseek-coder-v2-lite-instruct,react,personalfinance,exportExpenses,10,10
deepseek-coder-v2-lite-instruct,react,personalfinance,exportIncome,10,10
deepseek-coder-v2-lite-instruct,react,personalfinance,incomeReport,10,0
deepseek-coder-v2-lite-instruct,react,personalfinance,incomeSummary,10,0
deepseek-coder-v2-lite-instruct,react,personalfinance,mergeExpenses,10,10
deepseek-coder-v2-lite-instruct,react,personalfinance,netBalanceReport,10,0
deepseek-coder-v2-lite-instruct,react,personalfinance,netBalanceSummary,10,0
deepseek-coder-v2-lite-instruct,react,personalfinance,overBudgetNotification,10,10
deepseek-coder-v2-lite-instruct,react,personalfinance,overExpenseNotification,10,4
deepseek-coder-v2-lite-instruct,react,personalfinance,predictFutureExpenses,10,10
deepseek-coder-v2-lite-instruct,react,personalfinance,predictFutureIncome,10,10
deepseek-coder-v2-lite-instruct,react,personalfinance,setFinancialGoal,10,3
deepseek-coder-v2-lite-instruct,react,personalfinance,setMonthlyBudget,10,10
deepseek-coder-v2-lite-instruct,react,personalfinance,setSavingsTarget,10,0
deepseek-coder-v2-lite-instruct,react,personalfinance,splitExpense,10,2
deepseek-coder-v2-lite-instruct,react,personalfinance,tagIncomeSources,10,6
deepseek-coder-v2-lite-instruct,react,personalfinance,trackFinancialGoal,10,0
deepseek-coder-v2-lite-instruct,react,personalfinance,trackIncomeByPaymentMethod,10,7
deepseek-coder-v2-lite-instruct,react,petcare,addAllergies,10,0
deepseek-coder-v2-lite-instruct,react,petcare,addHealthCheckup,10,0
deepseek-coder-v2-lite-instruct,react,petcare,addHealthNotes,10,0
deepseek-coder-v2-lite-instruct,react,petcare,addPetMilestones,10,4
deepseek-coder-v2-lite-instruct,react,petcare,addPetProfile,10,0
deepseek-coder-v2-lite-instruct,react,petcare,addVaccinationRecord,10,0
deepseek-coder-v2-lite-instruct,react,petcare,addVetContactInformation,10,0
deepseek-coder-v2-lite-instruct,react,petcare,commentOnUpdates,10,10
deepseek-coder-v2-lite-instruct,react,petcare,deleteActivityLog,10,10
deepseek-coder-v2-lite-instruct,react,petcare,deleteAllergies,10,7
deepseek-coder-v2-lite-instruct,react,petcare,deleteAppointmentReminder,10,10
deepseek-coder-v2-lite-instruct,react,petcare,deleteCustomReminders,10,6
deepseek-coder-v2-lite-instruct,react,petcare,deleteHealthNotes,10,10
deepseek-coder-v2-lite-instruct,react,petcare,deleteMedicationReminder,10,10
deepseek-coder-v2-lite-instruct,react,petcare,deletePetMilestones,10,10
deepseek-coder-v2-lite-instruct,react,petcare,deletePetProfile,10,10
deepseek-coder-v2-lite-instruct,react,petcare,deleteTrainingSessionLog,10,6
deepseek-coder-v2-lite-instruct,react,petcare,deleteVaccinationRecord,10,5
deepseek-coder-v2-lite-instruct,react,petcare,editActivityLog,10,2
deepseek-coder-v2-lite-instruct,react,petcare,editAllergies,10,0
deepseek-coder-v2-lite-instruct,react,petcare,editAppointmentReminder,10,10
deepseek-coder-v2-lite-instruct,react,petcare,editCustomReminders,10,10
deepseek-coder-v2-lite-instruct,react,petcare,editHealthCheckup,10,0
deepseek-coder-v2-lite-instruct,react,petcare,editHealthNotes,10,0
deepseek-coder-v2-lite-instruct,react,petcare,editMedicationReminder,10,9
deepseek-coder-v2-lite-instruct,react,petcare,editPetMilestones,10,1
deepseek-coder-v2-lite-instruct,react,petcare,editPetProfile,10,0
deepseek-coder-v2-lite-instruct,react,petcare,editTrainingSessionLog,10,0
deepseek-coder-v2-lite-instruct,react,petcare,editVaccinationRecord,10,0
deepseek-coder-v2-lite-instruct,react,petcare,filterActivitiesByType,10,6
deepseek-coder-v2-lite-instruct,react,petcare,followAUser,10,0
deepseek-coder-v2-lite-instruct,react,petcare,generateHealthReport,10,10
deepseek-coder-v2-lite-instruct,react,petcare,likeCommunityUpdates,10,4
deepseek-coder-v2-lite-instruct,react,petcare,logDailyActivity,10,7
deepseek-coder-v2-lite-instruct,react,petcare,logTrainingSessions,10,6
deepseek-coder-v2-lite-instruct,react,petcare,logVaccinationRecord,10,2
deepseek-coder-v2-lite-instruct,react,petcare,reportAPost,10,10
deepseek-coder-v2-lite-instruct,react,petcare,searchActivityLogs,10,1
deepseek-coder-v2-lite-instruct,react,petcare,setAppointmentReminder,10,10
deepseek-coder-v2-lite-instruct,react,petcare,setCustomReminders,10,10
deepseek-coder-v2-lite-instruct,react,petcare,setMedicationReminder,10,8
deepseek-coder-v2-lite-instruct,react,petcare,shareUpdates,10,0
deepseek-coder-v2-lite-instruct,react,petcare,trackHealthMetrics,10,0
deepseek-coder-v2-lite-instruct,react,petcare,trackSymptoms,10,0
deepseek-coder-v2-lite-instruct,react,petcare,viewActivitySummary,10,7
deepseek-coder-v2-lite-instruct,react,petcare,viewCommunityUpdates,10,10
deepseek-coder-v2-lite-instruct,react,petcare,viewPetMilestones,10,8
deepseek-coder-v2-lite-instruct,react,petcare,viewSymptomsLog,10,10
deepseek-coder-v2-lite-instruct,react,petcare,viewTrainingSessions,10,10
deepseek-coder-v2-lite-instruct,react,petcare,viewUpcomingReminders,10,10
deepseek-coder-v2-lite-instruct,react,photogallery,activityFeed,10,0
deepseek-coder-v2-lite-instruct,react,photogallery,addPhotoToAlbum,10,1
deepseek-coder-v2-lite-instruct,react,photogallery,albumSorting,10,0
deepseek-coder-v2-lite-instruct,react,photogallery,albumVisibility,10,10
deepseek-coder-v2-lite-instruct,react,photogallery,batchDeletePhotos,10,10
deepseek-coder-v2-lite-instruct,react,photogallery,batchTagPhotos,10,6
deepseek-coder-v2-lite-instruct,react,photogallery,batchUploadPhotos,10,10
deepseek-coder-v2-lite-instruct,react,photogallery,commentOnPhoto,10,0
deepseek-coder-v2-lite-instruct,react,photogallery,createAlbum,10,0
deepseek-coder-v2-lite-instruct,react,photogallery,deleteAlbum,10,0
deepseek-coder-v2-lite-instruct,react,photogallery,deleteComment,10,10
deepseek-coder-v2-lite-instruct,react,photogallery,deletePhoto,10,10
deepseek-coder-v2-lite-instruct,react,photogallery,downloadAlbum,10,8
deepseek-coder-v2-lite-instruct,react,photogallery,downloadPhoto,10,10
deepseek-coder-v2-lite-instruct,react,photogallery,duplicatePhotoDetection,10,10
deepseek-coder-v2-lite-instruct,react,photogallery,editComment,10,0
deepseek-coder-v2-lite-instruct,react,photogallery,editPhotoDetails,10,0
deepseek-coder-v2-lite-instruct,react,photogallery,favoritePhoto,10,0
deepseek-coder-v2-lite-instruct,react,photogallery,filterPhotosByAlbum,10,1
deepseek-coder-v2-lite-instruct,react,photogallery,likePhoto,10,4
deepseek-coder-v2-lite-instruct,react,photogallery,notificationSystem,10,10
deepseek-coder-v2-lite-instruct,react,photogallery,photoEditingAdjustments,10,9
deepseek-coder-v2-lite-instruct,react,photogallery,photoEditingCrop,10,10
deepseek-coder-v2-lite-instruct,react,photogallery,photoEditingRotate,10,10
deepseek-coder-v2-lite-instruct,react,photogallery,photoGeotagging,10,1
deepseek-coder-v2-lite-instruct,react,photogallery,photoMetadataExtraction,10,1
deepseek-coder-v2-lite-instruct,react,photogallery,photoResolutionSettings,10,6
deepseek-coder-v2-lite-instruct,react,photogallery,photoTagging,10,7
deepseek-coder-v2-lite-instruct,react,photogallery,photoUploadLimit,10,0
deepseek-coder-v2-lite-instruct,react,photogallery,photoVisibility,10,8
deepseek-coder-v2-lite-instruct,react,photogallery,removePhotoFromAlbum,10,0
deepseek-coder-v2-lite-instruct,react,photogallery,renameAlbum,10,0
deepseek-coder-v2-lite-instruct,react,photogallery,revokeShare,10,10
deepseek-coder-v2-lite-instruct,react,photogallery,searchPhotosByDate,10,0
deepseek-coder-v2-lite-instruct,react,photogallery,searchPhotosByLocation,10,1
deepseek-coder-v2-lite-instruct,react,photogallery,searchPhotosByTag,10,1
deepseek-coder-v2-lite-instruct,react,photogallery,shareAlbum,10,10
deepseek-coder-v2-lite-instruct,react,photogallery,sharePhoto,10,10
deepseek-coder-v2-lite-instruct,react,photogallery,slideshowView,10,1
deepseek-coder-v2-lite-instruct,react,photogallery,sortPhotosByDate,10,10
deepseek-coder-v2-lite-instruct,react,photogallery,sortPhotosByName,10,5
deepseek-coder-v2-lite-instruct,react,photogallery,sortPhotosByTag,10,5
deepseek-coder-v2-lite-instruct,react,photogallery,tagRemoval,10,0
deepseek-coder-v2-lite-instruct,react,photogallery,unfavoritePhoto,10,1
deepseek-coder-v2-lite-instruct,react,photogallery,unlikePhoto,10,0
deepseek-coder-v2-lite-instruct,react,photogallery,uploadPhoto,10,8
deepseek-coder-v2-lite-instruct,react,photogallery,viewAlbumPhotos,10,0
deepseek-coder-v2-lite-instruct,react,photogallery,viewComments,10,0
deepseek-coder-v2-lite-instruct,react,photogallery,viewFavoritePhotos,10,0
deepseek-coder-v2-lite-instruct,react,photogallery,viewPhotoDetails,10,2
deepseek-coder-v2-lite-instruct,react,realestate,addPropertyToListings,10,3
deepseek-coder-v2-lite-instruct,react,realestate,calculateMortgagePayments,10,10
deepseek-coder-v2-lite-instruct,react,realestate,calculatePropertyValue,10,10
deepseek-coder-v2-lite-instruct,react,realestate,compareProperties,10,0
deepseek-coder-v2-lite-instruct,react,realestate,contactAgentForViewing,10,10
deepseek-coder-v2-lite-instruct,react,realestate,contactPropertyOwner,10,4
deepseek-coder-v2-lite-instruct,react,realestate,deletePropertyFromListings,10,10
deepseek-coder-v2-lite-instruct,react,realestate,deletePropertyImages,10,0
deepseek-coder-v2-lite-instruct,react,realestate,displayCrimeRates,10,0
deepseek-coder-v2-lite-instruct,react,realestate,displayNearbyPublicTransport,10,0
deepseek-coder-v2-lite-instruct,react,realestate,displayNearbySchools,10,0
deepseek-coder-v2-lite-instruct,react,realestate,displayPropertyInvestmentPotential,10,8
deepseek-coder-v2-lite-instruct,react,realestate,displayPropertyTaxInformation,10,0
deepseek-coder-v2-lite-instruct,react,realestate,displayPropertyUtilitiesInformation,10,0
deepseek-coder-v2-lite-instruct,react,realestate,displayWalkabilityScore,10,10
deepseek-coder-v2-lite-instruct,react,realestate,editPropertyDetails,10,0
deepseek-coder-v2-lite-instruct,react,realestate,filterByAmenities,10,0
deepseek-coder-v2-lite-instruct,react,realestate,filterByFurnished,10,0
deepseek-coder-v2-lite-instruct,react,realestate,filterByHOAFees,10,2
deepseek-coder-v2-lite-instruct,react,realestate,filterByOpenHouses,10,0
deepseek-coder-v2-lite-instruct,react,realestate,filterByPetFriendly,10,0
deepseek-coder-v2-lite-instruct,react,realestate,filterByPropertyFeatures,10,0
deepseek-coder-v2-lite-instruct,react,realestate,filterByPropertyStatus,10,2
deepseek-coder-v2-lite-instruct,react,realestate,filterBySquareFootage,10,0
deepseek-coder-v2-lite-instruct,react,realestate,filterByYearBuilt,10,0
deepseek-coder-v2-lite-instruct,react,realestate,mapIntegration,10,0
deepseek-coder-v2-lite-instruct,react,realestate,paginationOfSearchResults,10,0
deepseek-coder-v2-lite-instruct,react,realestate,propertyImageGallery,10,0
deepseek-coder-v2-lite-instruct,react,realestate,propertyPriceHistory,10,0
deepseek-coder-v2-lite-instruct,react,realestate,receivePropertyAlerts,10,6
deepseek-coder-v2-lite-instruct,react,realestate,removeFavoriteProperties,10,10
deepseek-coder-v2-lite-instruct,react,realestate,retrieveSavedSearches,10,0
deepseek-coder-v2-lite-instruct,react,realestate,saveFavoriteProperties,10,6
deepseek-coder-v2-lite-instruct,react,realestate,saveSearchCriteria,10,0
deepseek-coder-v2-lite-instruct,react,realestate,searchByLocation,10,0
deepseek-coder-v2-lite-instruct,react,realestate,searchByMlsNumber,10,0
deepseek-coder-v2-lite-instruct,react,realestate,searchByNumberOfBathrooms,10,0
deepseek-coder-v2-lite-instruct,react,realestate,searchByNumberOfBedrooms,10,0
deepseek-coder-v2-lite-instruct,react,realestate,searchByPriceRange,10,0
deepseek-coder-v2-lite-instruct,react,realestate,searchByPropertyOwner,10,0
deepseek-coder-v2-lite-instruct,react,realestate,searchByPropertyType,10,1
deepseek-coder-v2-lite-instruct,react,realestate,sharePropertyListings,10,10
deepseek-coder-v2-lite-instruct,react,realestate,sortByDateListed,10,0
deepseek-coder-v2-lite-instruct,react,realestate,sortByPrice,10,0
deepseek-coder-v2-lite-instruct,react,realestate,updatePropertyImages,10,0
deepseek-coder-v2-lite-instruct,react,realestate,uploadPropertyImages,10,0
deepseek-coder-v2-lite-instruct,react,realestate,viewContactFormStatus,10,7
deepseek-coder-v2-lite-instruct,react,realestate,viewOpenHouseSchedule,10,8
deepseek-coder-v2-lite-instruct,react,realestate,viewPropertyDetails,10,0
deepseek-coder-v2-lite-instruct,react,realestate,viewSimilarProperties,10,6
deepseek-coder-v2-lite-instruct,react,recipesharing,addCookingTip,10,0
deepseek-coder-v2-lite-instruct,react,recipesharing,addIngredientSubstitution,10,0
deepseek-coder-v2-lite-instruct,react,recipesharing,addRecipe,10,0
deepseek-coder-v2-lite-instruct,react,recipesharing,addRecipeToFavorites,10,6
deepseek-coder-v2-lite-instruct,react,recipesharing,bookmarkRecipeSection,10,3
deepseek-coder-v2-lite-instruct,react,recipesharing,CalculateRecipeRatings,10,8
deepseek-coder-v2-lite-instruct,react,recipesharing,commentOnRecipe,10,9
deepseek-coder-v2-lite-instruct,react,recipesharing,deleteIngredientSubstitution,10,0
deepseek-coder-v2-lite-instruct,react,recipesharing,deleteRecipe,10,0
deepseek-coder-v2-lite-instruct,react,recipesharing,deleteRecipeComment,10,7
deepseek-coder-v2-lite-instruct,react,recipesharing,deleteRecipeImage,10,6
deepseek-coder-v2-lite-instruct,react,recipesharing,deleteRecipeRating,10,10
deepseek-coder-v2-lite-instruct,react,recipesharing,editCookingTip,10,0
deepseek-coder-v2-lite-instruct,react,recipesharing,editIngredientSubstitution,10,0
deepseek-coder-v2-lite-instruct,react,recipesharing,editRecipe,10,0
deepseek-coder-v2-lite-instruct,react,recipesharing,editRecipeComment,10,6
deepseek-coder-v2-lite-instruct,react,recipesharing,editRecipeRating,10,10
deepseek-coder-v2-lite-instruct,react,recipesharing,editShoppingList,10,0
deepseek-coder-v2-lite-instruct,react,recipesharing,filterRecipesByCuisine,10,1
deepseek-coder-v2-lite-instruct,react,recipesharing,filterRecipesByDietaryPreferences,10,5
deepseek-coder-v2-lite-instruct,react,recipesharing,filterRecipesByIngredient,10,1
deepseek-coder-v2-lite-instruct,react,recipesharing,filterRecipesByPreparationTime,10,2
deepseek-coder-v2-lite-instruct,react,recipesharing,followUser,10,10
deepseek-coder-v2-lite-instruct,react,recipesharing,generateShoppingList,10,4
deepseek-coder-v2-lite-instruct,react,recipesharing,likeComment,10,10
deepseek-coder-v2-lite-instruct,react,recipesharing,ListFollowedUsers,10,7
deepseek-coder-v2-lite-instruct,react,recipesharing,listFollowedUsersRecipes,10,1
deepseek-coder-v2-lite-instruct,react,recipesharing,listSavedRecipes,10,9
deepseek-coder-v2-lite-instruct,react,recipesharing,listUsersRecipes,10,8
deepseek-coder-v2-lite-instruct,react,recipesharing,printRecipe,10,0
deepseek-coder-v2-lite-instruct,react,recipesharing,rateRecipe,10,9
deepseek-coder-v2-lite-instruct,react,recipesharing,removeRecipeFromFavorites,10,10
deepseek-coder-v2-lite-instruct,react,recipesharing,removeSavedRecipe,10,9
deepseek-coder-v2-lite-instruct,react,recipesharing,reportComment,10,7
deepseek-coder-v2-lite-instruct,react,recipesharing,reportRecipe,10,7
deepseek-coder-v2-lite-instruct,react,recipesharing,saveRecipe,10,3
deepseek-coder-v2-lite-instruct,react,recipesharing,saveShoppingList,10,4
deepseek-coder-v2-lite-instruct,react,recipesharing,searchByCookingTimeRange,10,0
deepseek-coder-v2-lite-instruct,react,recipesharing,searchRecipes,10,0
deepseek-coder-v2-lite-instruct,react,recipesharing,shareRecipeLink,10,1
deepseek-coder-v2-lite-instruct,react,recipesharing,sortRecipesByMostRecent,10,0
deepseek-coder-v2-lite-instruct,react,recipesharing,sortRecipesByPopularity,10,0
deepseek-coder-v2-lite-instruct,react,recipesharing,sortRecipesByRating,10,1
deepseek-coder-v2-lite-instruct,react,recipesharing,unfollowUser,10,10
deepseek-coder-v2-lite-instruct,react,recipesharing,unlikeComment,10,10
deepseek-coder-v2-lite-instruct,react,recipesharing,uploadRecipeImage,10,0
deepseek-coder-v2-lite-instruct,react,recipesharing,validateRecipeFields,10,5
deepseek-coder-v2-lite-instruct,react,recipesharing,viewCookingInstructions,10,0
deepseek-coder-v2-lite-instruct,react,recipesharing,viewIngredientList,10,0
deepseek-coder-v2-lite-instruct,react,recipesharing,viewRecipeDetails,10,0
deepseek-coder-v2-lite-instruct,react,socialmedia,commentingOnPosts,10,6
deepseek-coder-v2-lite-instruct,react,socialmedia,commentReplies,10,10
deepseek-coder-v2-lite-instruct,react,socialmedia,contentArchiving,10,10
deepseek-coder-v2-lite-instruct,react,socialmedia,contentFiltering,10,4
deepseek-coder-v2-lite-instruct,react,socialmedia,contentRestoration,10,9
deepseek-coder-v2-lite-instruct,react,socialmedia,contentSearch,10,0
deepseek-coder-v2-lite-instruct,react,socialmedia,coverPhotoUpdate,10,0
deepseek-coder-v2-lite-instruct,react,socialmedia,deletingComments,10,1
deepseek-coder-v2-lite-instruct,react,socialmedia,editingComments,10,5
deepseek-coder-v2-lite-instruct,react,socialmedia,feedCustomization,10,7
deepseek-coder-v2-lite-instruct,react,socialmedia,feedManagement,10,0
deepseek-coder-v2-lite-instruct,react,socialmedia,feedNotificationSettings,10,0
deepseek-coder-v2-lite-instruct,react,socialmedia,feedPostOrdering,10,0
deepseek-coder-v2-lite-instruct,react,socialmedia,feedRefresh,10,0
deepseek-coder-v2-lite-instruct,react,socialmedia,followingUsers,10,10
deepseek-coder-v2-lite-instruct,react,socialmedia,likingPosts,10,0
deepseek-coder-v2-lite-instruct,react,socialmedia,notificationForComments,10,10
deepseek-coder-v2-lite-instruct,react,socialmedia,notificationForLikes,10,10
deepseek-coder-v2-lite-instruct,react,socialmedia,notificationForNewFollowers,10,10
deepseek-coder-v2-lite-instruct,react,socialmedia,notificationForNewMessages,10,10
deepseek-coder-v2-lite-instruct,react,socialmedia,notificationForPostPins,10,10
deepseek-coder-v2-lite-instruct,react,socialmedia,notificationForPostShares,10,10
deepseek-coder-v2-lite-instruct,react,socialmedia,notificationForProfileUpdates,10,9
deepseek-coder-v2-lite-instruct,react,socialmedia,notificationSettingsUpdate,10,10
deepseek-coder-v2-lite-instruct,react,socialmedia,postCreation,10,0
deepseek-coder-v2-lite-instruct,react,socialmedia,postDeletion,10,2
deepseek-coder-v2-lite-instruct,react,socialmedia,postDraftDeletion,10,7
deepseek-coder-v2-lite-instruct,react,socialmedia,postDraftEditing,10,0
deepseek-coder-v2-lite-instruct,react,socialmedia,postDraftSaving,10,6
deepseek-coder-v2-lite-instruct,react,socialmedia,postEditing,10,0
deepseek-coder-v2-lite-instruct,react,socialmedia,postPinning,10,3
deepseek-coder-v2-lite-instruct,react,socialmedia,postSharing,10,9
deepseek-coder-v2-lite-instruct,react,socialmedia,postUnpinning,10,3
deepseek-coder-v2-lite-instruct,react,socialmedia,postVisibility,10,0
deepseek-coder-v2-lite-instruct,react,socialmedia,privacySettingsUpdate,10,10
deepseek-coder-v2-lite-instruct,react,socialmedia,profileCreation,10,0
deepseek-coder-v2-lite-instruct,react,socialmedia,profileDeletion,10,10
deepseek-coder-v2-lite-instruct,react,socialmedia,profileEditing,10,2
deepseek-coder-v2-lite-instruct,react,socialmedia,profilePictureUpdate,10,0
deepseek-coder-v2-lite-instruct,react,socialmedia,profileViewing,10,0
deepseek-coder-v2-lite-instruct,react,socialmedia,profileViewingRestrictions,10,10
deepseek-coder-v2-lite-instruct,react,socialmedia,taggingUsersInComments,10,8
deepseek-coder-v2-lite-instruct,react,socialmedia,taggingUsersInPosts,10,10
deepseek-coder-v2-lite-instruct,react,socialmedia,uerActivityLogging,10,10
deepseek-coder-v2-lite-instruct,react,socialmedia,unfollowingUsers,10,10
deepseek-coder-v2-lite-instruct,react,socialmedia,unlikingPosts,10,0
deepseek-coder-v2-lite-instruct,react,socialmedia,userBlocking,10,7
deepseek-coder-v2-lite-instruct,react,socialmedia,userMentionNotification,10,10
deepseek-coder-v2-lite-instruct,react,socialmedia,userMentionNotificationForComments,10,10
deepseek-coder-v2-lite-instruct,react,socialmedia,userUnblocking,10,10
deepseek-coder-v2-lite-instruct,react,taskmanagement,addCommentToTask,10,9
deepseek-coder-v2-lite-instruct,react,taskmanagement,approveOrRejectTaskReview,10,4
deepseek-coder-v2-lite-instruct,react,taskmanagement,assignTaskToProject,10,2
deepseek-coder-v2-lite-instruct,react,taskmanagement,assignTaskToUser,10,6
deepseek-coder-v2-lite-instruct,react,taskmanagement,attachFileToTask,10,1
deepseek-coder-v2-lite-instruct,react,taskmanagement,changeAssignedUser,10,5
deepseek-coder-v2-lite-instruct,react,taskmanagement,changeTaskDeadline,10,0
deepseek-coder-v2-lite-instruct,react,taskmanagement,cloneTask,10,1
deepseek-coder-v2-lite-instruct,react,taskmanagement,compareTime,10,10
deepseek-coder-v2-lite-instruct,react,taskmanagement,createSubtask,10,0
deepseek-coder-v2-lite-instruct,react,taskmanagement,createTask,10,6
deepseek-coder-v2-lite-instruct,react,taskmanagement,customNotificationsForUsers,10,0
deepseek-coder-v2-lite-instruct,react,taskmanagement,logTime,10,10
deepseek-coder-v2-lite-instruct,react,taskmanagement,projectArchiving,10,5
deepseek-coder-v2-lite-instruct,react,taskmanagement,projectAssignment,10,5
deepseek-coder-v2-lite-instruct,react,taskmanagement,projectBudgetSetup,10,4
deepseek-coder-v2-lite-instruct,react,taskmanagement,projectCreation,10,0
deepseek-coder-v2-lite-instruct,react,taskmanagement,projectCustomWorkflows,10,0
deepseek-coder-v2-lite-instruct,react,taskmanagement,projectDashboardViewing,10,2
deepseek-coder-v2-lite-instruct,react,taskmanagement,projectMilestoneAddition,10,0
deepseek-coder-v2-lite-instruct,react,taskmanagement,projectReportGeneration,10,1
deepseek-coder-v2-lite-instruct,react,taskmanagement,projectTemplateCreation,10,0
deepseek-coder-v2-lite-instruct,react,taskmanagement,recurringTask,10,7
deepseek-coder-v2-lite-instruct,react,taskmanagement,removeTaskDependencies,10,10
deepseek-coder-v2-lite-instruct,react,taskmanagement,reopenTask,10,6
deepseek-coder-v2-lite-instruct,react,taskmanagement,requestTaskReview,10,8
deepseek-coder-v2-lite-instruct,react,taskmanagement,setTaskDeadline,10,0
deepseek-coder-v2-lite-instruct,react,taskmanagement,setTaskDependencies,10,5
deepseek-coder-v2-lite-instruct,react,taskmanagement,setTaskPriority,10,5
deepseek-coder-v2-lite-instruct,react,taskmanagement,setUserRoles,10,9
deepseek-coder-v2-lite-instruct,react,taskmanagement,stopTaskRecurrence,10,10
deepseek-coder-v2-lite-instruct,react,taskmanagement,taskCalendarSync,10,10
deepseek-coder-v2-lite-instruct,react,taskmanagement,taskCompletion,10,10
deepseek-coder-v2-lite-instruct,react,taskmanagement,taskExportToCsv,10,10
deepseek-coder-v2-lite-instruct,react,taskmanagement,taskFilterDueDate,10,6
deepseek-coder-v2-lite-instruct,react,taskmanagement,taskFilterStatus,10,6
deepseek-coder-v2-lite-instruct,react,taskmanagement,taskFilterUser,10,7
deepseek-coder-v2-lite-instruct,react,taskmanagement,taskImportFromCsv,10,5
deepseek-coder-v2-lite-instruct,react,taskmanagement,taskPermissions,10,10
deepseek-coder-v2-lite-instruct,react,taskmanagement,taskResourcesAllocation,10,10
deepseek-coder-v2-lite-instruct,react,taskmanagement,taskSlaManagement,10,0
deepseek-coder-v2-lite-instruct,react,taskmanagement,taskSortDueDate,10,0
deepseek-coder-v2-lite-instruct,react,taskmanagement,taskSortPriority,10,1
deepseek-coder-v2-lite-instruct,react,taskmanagement,taskThirdPartyIntegration,10,10
deepseek-coder-v2-lite-instruct,react,taskmanagement,updateTaskProgress,10,0
deepseek-coder-v2-lite-instruct,react,taskmanagement,userAvailability,10,10
deepseek-coder-v2-lite-instruct,react,taskmanagement,userMentionsInComments,10,10
deepseek-coder-v2-lite-instruct,react,taskmanagement,viewProjectProgress,10,9
deepseek-coder-v2-lite-instruct,react,taskmanagement,viewTaskHistory,10,7
deepseek-coder-v2-lite-instruct,react,taskmanagement,viewUserPerformanceMetrics,10,0
deepseek-coder-v2-lite-instruct,react,travelplanning,addCustomEvents,10,8
deepseek-coder-v2-lite-instruct,react,travelplanning,addFlightsToItinerary,10,0
deepseek-coder-v2-lite-instruct,react,travelplanning,addHotelsToItinerary,10,0
deepseek-coder-v2-lite-instruct,react,travelplanning,applyFlightDiscount,10,10
deepseek-coder-v2-lite-instruct,react,travelplanning,applyHotelDiscount,10,1
deepseek-coder-v2-lite-instruct,react,travelplanning,applyLoyaltyPoints,10,9
deepseek-coder-v2-lite-instruct,react,travelplanning,calculateFlightCost,10,0
deepseek-coder-v2-lite-instruct,react,travelplanning,calculateHotelCost,10,2
deepseek-coder-v2-lite-instruct,react,travelplanning,calculateItineraryCost,10,9
deepseek-coder-v2-lite-instruct,react,travelplanning,cancelFlightBooking,10,10
deepseek-coder-v2-lite-instruct,react,travelplanning,cancelHotelBooking,10,7
deepseek-coder-v2-lite-instruct,react,travelplanning,checkRoomAvailability,10,0
deepseek-coder-v2-lite-instruct,react,travelplanning,checkSeatAvailability,10,9
deepseek-coder-v2-lite-instruct,react,travelplanning,customerSupport,10,4
deepseek-coder-v2-lite-instruct,react,travelplanning,filterFlights,10,0
deepseek-coder-v2-lite-instruct,react,travelplanning,filterHotels,10,0
deepseek-coder-v2-lite-instruct,react,travelplanning,flightSearchAndBooking,10,0
deepseek-coder-v2-lite-instruct,react,travelplanning,handleBookingModifications,10,10
deepseek-coder-v2-lite-instruct,react,travelplanning,multipleUserProfiles,10,10
